Name,Place,lat,lon
芳村榕树头叹佬鸡煲(百信广场西区店),"棠乐路1,3,5,7号广州百信广场西区F3",23.200985,113.26612
叹佬鸡煲,广东省广州市海珠区琶洲新村叹佬鸡煲,23.104459,113.386791
来电(毕德寮富力盈通店),华夏路30号富力盈通大厦4层,23.132171,113.328417
大同酒家(中天购物城店),广东省广州市天河区天河北路233号天河2层,23.148157,113.33121
大同酒家·宴会厅,广东省广州市天河区天河北路233号,23.147524,113.331157
老王烧烤,沿江西路81号江亭阁大酒店三楼(大同酒家),23.114672,113.261471
广州一束光青年旅舍,广州市荔湾区大同路与梯云东路交叉路口往西北约50米(西城都荟),23.116446,113.246959
大同律所,广东省广州市越秀区环市东路339号广东国际大厦a附楼19楼b,23.144503,113.288993
花城苑广府菜(珠江新城店),天河区金穗路62号侨鑫国际附楼广州华轩里酒店5层,23.128074,113.329094
南园酒家(前进路店),广州市海珠区前进路142号,23.106299,113.286819
南园酒家(前进路店)停车场,海珠区前进路142号,23.106279,113.286915
天合园广州民航大酒店,广东省广州市白云区机场路276号,23.18077,113.266729
鼎悦酒家,叠景路138号和丰大厦1～3层,23.091005,113.318878
广州南站南苑酒店,广东省广州市番禺区石壁街南边路09号,22.992669,113.268074
精修皮具护理,前进路159号南园酒家对面,23.106555,113.287219
欢天喜地儿童游乐园,广东省广州市海珠区前进路148号万城反斗城2楼102-103、203号(近南园酒家),23.105623,113.287814
品螺鲜(南山大道店),广州市番禺区市新公路与文明路交叉路口西南侧(南园酒店北侧),23.013906,113.398351
菜鸟驿站(广州海珠南蟠龙里13号店),素社街道南园酒家对面前进路南蟠龙里13号佳联士多,23.106736,113.287976
潮惠大排档,广州市番禺区市新公路与南山大道交叉路口南侧(南园酒店南侧约50米),23.013005,113.398433
南园酒家,广东省广州市海珠区前进路136号附近,23.106552,113.286
南苑公寓(石沙路店),广东省广州市白云区石井街道石井镇红星村石沙路516号南苑公寓,23.222453,113.229002
芭逸服饰,江南中街道前进路142号之八(南园酒家旁),23.106218,113.287193
姬色服饰,前进路142号(南园酒家侧边),23.106313,113.287063
啫八(滨江店),滨江西路惠食佳172号,23.114468,113.266705
香兰印尼餐厅Pandan(中华广场店),广州市越秀区中山三路33号中华广场4层,23.132164,113.289073
八月翠园(天环广场店),广州市天河区天河路218号天环广场B2,23.138727,113.331266
怡翠园,新都大道路3号,23.140222,113.388388
滴翠园,南浦大道与民安路交叉口东南50米,23.041165,113.28192
东翠园,广州市番禺区东兴路260,22.93427,113.390029
翠园东,广州市番禺区中华大道与沙湾路交叉路口向西北约30米,22.911999,113.351892
翠园西,广东省广州市番禺区沙湾中华大道217号,22.909092,113.347168
和翠园,广州市越秀区越秀中路与中山三路交叉路口向东南约200米,23.131274,113.286135
翠园楼,先烈南路23号,23.139111,113.296416
恩福翠园,宝华大街77号附近,23.121507,113.253887
翠园小区,广东省广州市海珠区大道南艺景路翠微街10号,23.107131,113.323571
果岭翠园,石楼镇利丰大道18号(莲花山高尔夫球度假俱乐部莲景路),23.001467,113.506037
翠园早点,下沙村下沙大街2号,23.110971,113.458801
翠园饼家,景泰西二巷20号,23.167045,113.274492
翠园美发,广东省广州市荔湾区翠竹街6附近,23.089081,113.24433
翠园三街,广州市花都区新华时代城(望亭路南),23.374846,113.202779
翠园餐馆,翠园街易丰大厦6号，8号广州市国六宝肉菜市场偶寓店自编为001号档位,23.134958,113.358657
翠园小区,广州市荔湾区环翠北路22号,23.068691,113.263228
顺丰翠园,广东省广州市白云区兆丰路248号,23.21031,113.236289
宝兴翠园,"中山大道中1118,1120,1122号",23.121142,113.42697
逸景翠园,广东省广州市海珠区广州大道南1028号,23.089454,113.312967
悦翠园餐厅,矮岗十字坎庄十一巷5号梵铂酒店旁边,23.372075,113.300103
川云轩(岗贝路店),广州市白云区岗贝路14号富立商务大厦1层,23.185591,113.260669
云轩阁,广东省广州市天河区牛利岗东街67号附近,23.174569,113.33177
宇云轩(东鸣轩店),广东省广州市越秀区中山四路199号岭南·悦尚城百货广场F2,23.132467,113.279995
新泰乐黄鳝专门店(江南西路店),广州市海珠区江南西路93-99号2-4楼,23.099847,113.275144
风味餐厅,广东省广州市荔湾区沙面南街1号白天鹅宾馆3楼,23.111566,113.248942
白天鹅宾馆,广东省广州市荔湾区沙面南街1号,23.111582,113.249289
玉堂春暖餐厅,广州市荔湾区沙面南街1号白天鹅宾馆3楼,23.111764,113.249097
白天鹅宾馆宴会厅,沙面南街1号,23.111583,113.24928
徐博馆岭南养生菜,广州市天河区珠江新城临江大道57号中和广场7楼,23.119972,113.335476
博多天妇罗泰(正佳广场店),广州市天河区天河路228号正佳广场B1,23.137918,113.333938
街电(唐荔园食艺馆侨美集团分公司),广州市荔湾区黄沙大道如意坊路口荔湾湖公园内,23.124251,113.238009
西关竹园(荔枝湾店),广州市荔湾区黄沙大道荔枝湾风景区2期C4号铺,23.124641,113.239782
四川豆花(五羊店),寺右北三街二巷1号地0-3-5号首层,23.12678,113.320689
四川豆花(太石综合市场店),广州市南沙区太南路与简太路交叉路口往东南约50米(太石综合市场),22.892165,113.411699
大鸽饭(东圃店),广州市天河区中山大道中588号(东圃客运站对面),23.123429,113.421958
大鸽饭(岗顶一店),天河路633号桔子酒店3楼,23.141353,113.347535
大鸽饭(江燕路店),江燕路353号富力顺意花园门口,23.082,113.281084
大鸽饭(岗顶二店),天河区龙口西路3号保利中辰广场美食汇2层,23.139972,113.343457
大鸽饭(动物园店),环市东路501号1-3层动物园地铁站C出口前200米,23.140924,113.314745
大鸽饭(梅花园店),广州大道北梅花园酒店首层,23.18511,113.327537
大鸽饭(黄埔店),黄埔东路268号怡港大厦4楼,23.10613,113.46173
炭火烤肉,东平北路133号附近,23.261744,113.324195
21Foodstudio 贰壹料理研究室,湖南省长沙市雨花区韶山中路万博汇云谷商业街3层303,28.16315,113.001294
一记味觉,广东省广州市越秀区东沙角路18号方圆越秀时光二楼,23.123119,113.285976
街电(蔬稻餐厅侨鑫国际店),广州市天河区金穗路62号侨鑫国际商业裙楼3层,23.128737,113.329378
SUSHIHANZOU半藏(K11购物中心店),珠江东路6号K11购物艺术中心B1层,23.123338,113.332403
Nagi路地里食堂·日料(林和中路店),林和中路136号天誉花园二期1楼,23.15026,113.333177
椿里,广州市越秀区新河浦三横路2号,23.12295,113.304615
椿里(沃荷店),竹丝岗二马路9号一楼,23.133727,113.301479
炳胜品味(珠江新城旗舰店),珠江新城冼村路2号首府大厦1-4楼(近临江大道),23.120525,113.334749
炳胜品味(黄埔大道店),黄埔大道西108奥园大厦1-4层,23.131808,113.34441
睿达(广州)商业策划管理有限公司,广东省广州市白云区石沙路322附近,23.218434,113.236165
泰记私厨,广州市黄埔区广汕公路与广华路交叉路口往西南约100米,23.285614,113.586644
华哥私厨(原醉瓊楼),光复北路443号,23.127742,113.258563
广州厨圣坊餐饮管理有限公司,桥兴大道332号,22.966412,113.360473
鸿厨餐饮管理有限公司,桥兴大道150号之2,22.957097,113.366783
炳胜农庄,八塘尾公路西200米,22.903942,113.511806
凤厨顺德荟馆(上渡路店),广州海珠区上渡路123号王朝广场2层,23.106282,113.31483
天都里印度餐厅(广州店),广州市越秀区环市东路326号亚洲国际大酒店2楼,23.144623,113.286547
东海生辉,越秀区沿江中路381号,23.12181,113.285173
怪兽充电(东海生辉),沿江中路381号首层,23.121806,113.285267
惠食佳(东风店),东风东路760号,23.137659,113.308765
鹅仔饭店(广视宾馆店),麓湖路八号广东省广视宾馆主楼一楼北部与西北部及地下室部分,23.147505,113.288271
鹅仔海鲜大酒楼(荔湾店),荔湾路104号首层,23.138211,113.251515
广州中心皇冠假日酒店,广州市越秀区环市东路339号,23.144899,113.289054
中心皇冠假日酒店,空港快线2号线高峰线,23.144625,113.288227
广州中心皇冠假日酒店-地上停车场,越秀区环市东路339号,23.14424,113.289371
广州花都皇冠假日酒店,广州市花都区迎宾大道189号,23.379987,113.268094
广州中心皇冠假日酒店地上停车场-入口,环市东路339号,23.144584,113.28817
广州增城保利皇冠假日酒店,广东省广州市增城区沿江大道18号,23.114306,113.634584
广州中心皇冠假日酒店-游泳池,越秀区环市东路339号皇冠假日酒店6楼,23.144831,113.289376
广州中心皇冠假日酒店-网球场,广东省广州市越秀区环市东路339号广州中心皇冠假日酒店6层,23.144749,113.289195
广州中心皇冠假日酒店地上停车场-出入口,环市东路339号,23.144156,113.289377
广州中心皇冠假日酒店-主楼写字楼,环市东路339号,23.144643,113.289104
广州花都皇冠假日酒店-停车场,广东省广州市花都区新华迎宾大道广州花都皇冠假日酒店,23.379343,113.268431
广州供电局充电站(中心皇冠假日酒店),广州市越秀区环市东路339号,23.14526,113.288804
广州增城保利皇冠假日酒店-大堂吧,广东省广州市增城区新塘镇沿江大道18号保利皇冠假日酒店一楼,23.114236,113.634236
广州花都皇冠假日酒店-会议厅,迎宾大道189号,23.379966,113.26831
广州增城保利皇冠假日酒店-停车场,新塘镇沿江大道18号广州增城保利皇冠假日酒店附近,23.114515,113.63472
广州花都皇冠假日酒店-西北门,迎宾大道189号-191,23.381336,113.26786
广州花都皇冠假日酒店-停车场,广东省广州市花都区新华万和北路广州花都皇冠假日酒店,23.380154,113.268849
广州花都皇冠假日酒店-停车场,广东省广州市花都区迎宾大道135号广州花都皇冠假日酒店,23.380548,113.267911
广州花都皇冠假日酒店-洗手间,广州市花都区迎宾大道189号,23.379797,113.26836
普天充电站(中心皇冠假日酒店),广州市越秀区环市东路339号,23.14484,113.288845
好酒好蔡工作室,广州市天河区体育东路28号方圆大厦4楼,23.135587,113.335182
好酒好蔡工作室,广州市天河区华城路2号名悦大厦A座32楼,23.126886,113.322805
京东酒世界好品轩商行(合作伙伴店),西槎路478号09铺,23.176117,113.242583
膳好烟茶酒,广州市海珠区凤景西路与凤岗脚路交叉路口往东北约50米(九州纺织布匹市场),23.093672,113.298378
李家好酒,广东省广州市增城区荔香街30号附近,23.184415,113.599653
京东酒世界(好品轩商行),广东省广州市白云区西槎路551号,23.175733,113.243515
皆好酒庄,广州市白云区礼传一街1、3、5、7、9、11、13号首层,23.163368,113.211132
匠心渔居酒屋(黄埔领好广场店),广州市黄埔区黄埔东路2889号领好广场B1,23.09146,113.531809
86好酒世家,西洲中路西50米,23.176259,113.228159
好典便利店,广州市番禺区环村北路与忍和西路交叉路口南侧(新力科技园东北侧约50米),22.981454,113.395737
好酒网,广州市海珠区新滘中路180湖景商业广场6层,23.084196,113.328489
广记掌翼,广东省广州市越秀区文明路122号东方文德广场对面,23.128708,113.279205
广记,广州市白云区人和商贸中街与人和大马路交叉路口西侧(华通综合市场东侧),23.339283,113.303666
广州富力君悦大酒店,广东省广州市天河区珠江西路12号,23.127946,113.330001
广州富力君悦大酒店-停车场,广东省广州市天河区珠江新城珠江西路12号,23.127957,113.330033
广州富力君悦大酒店-西门,广东省广州市天河区珠江西路12号,23.128041,113.329763
空中花园(珠江西路店),广东省广州市天河区珠江新城珠江西路12号富力君悦大酒店23-25楼(近全球通大厦),23.128345,113.330076
广州富力君悦大酒店停车场-入口,珠江西路12号,23.128025,113.329656
广州富力君悦大酒店-洗手间,"广州市天河区珠江新城珠江西路12号(近富力中心大厦,地铁5号线珠江新城站)",23.128282,113.329971
广州富力君悦大酒店-室内泳池,广东省广州市天河区珠江新城珠江西路12号广州富力君悦大酒店24层,23.128352,113.329928
广州富力君悦大酒店-会议厅,珠江西路12号,23.128282,113.329971
广州富力君悦大酒店停车场-出口,广东省广州市天河区珠江西路无限极中心(高德置地广场北),23.12859,113.329935
广州富力君悦大酒店停车场-出口,珠江西路12号,23.127482,113.329566
广州富力君悦大酒店地下停车场-入口,广东省广州市天河区花城汇广州富力君悦大酒店,23.127509,113.329755
富力君悦大酒店分公司,广州市天河区珠江西路与华明路交叉路口西侧(广州富力君悦大酒店),23.127867,113.329873
富力君悦大酒店·凯菲厅,广州市天河区珠江新城珠江西路12号富力君悦酒店22楼,23.12831,113.330084
Guanxi酒廊,广州市天河区珠江新城珠江西路12号广州富力君悦大酒店22层,23.128315,113.330084
空中花园,广州市番禺区江南工业二区二横路与兴业大道东交叉路口西北侧(华鑫大厦),23.001191,113.371783
牛下拾座(侨鑫国际大厦店),金穗路62号侨鑫国际大厦3楼,23.12859,113.329262
汇贤商务酒店,广州市从化区城鳌大道东与荔园路交叉路口北侧(东方龙幼儿园东南侧),23.584399,113.512001
空中花园,广东省广州市番禺区大石镇石北工业大道644号巨大创意产业园,23.020519,113.294046
翡丽国际酒店,广东省广州市白云区石井街张村兆丰路38号,23.211299,113.238848
柏悦酒店·悦景轩,广州市天河区珠江新城华夏路16号广州柏悦酒店68楼,23.124582,113.328293
广州柏悦酒店悦吧,珠江新城华夏路16号广州柏悦酒店70层(富力盈凯广场),23.124453,113.328525
广州柏悦酒店-洗手间,广州市天河区华夏路与华政街交叉路口北侧(富力盈凯广场),23.124366,113.327913
广州柏悦酒店(华夏路)-地下停车场,广州市天河区华夏路与华政街交叉口东100米,23.124452,113.328793
广州柏悦酒店(华夏路)地下停车场-入口,广东省广州市天河区珠江西路,23.12456,113.328775
广州柏悦酒店(华夏路)地下停车场-出口,广州市天河区华夏路与华政街交叉口东南100米,23.124011,113.328066
广州柏悦精品公寓,广东省广州市黄埔东路3607号,23.098808,113.545026
柏悦主题公寓,萝岗街荔红路73号,23.181489,113.511753
柏悦酒家(锦轩店),广东省广州市越秀区农林下路4/6号锦轩大厦5楼,23.131896,113.302234
广州柏悦酒店,广东省广州市天河区珠江新城华夏路16号富力盈凯广场53层-70层,23.124244,113.32838
广州柏悦酒店·悦厅,广州市天河区珠江新城华夏路16号广州柏悦酒店65楼,23.124502,113.328341
创发城,广州市天河区凌塘新街18-1号,23.177095,113.406615
创发废品回收站-西南门,长江北路与长福路交叉口北50米,23.173977,113.349919
创发者,钟落潭镇钟升横路3,23.387778,113.415975
创发烟酒商行,龙津西路12号,23.12302,113.243015
创发城专业美发店,广东省广州市番禺区松山街34西50米,23.043884,113.394669
创发电器超市,狮岭镇益群市场步行街16号,23.476206,113.191552
创发电脑维修中心,南新街63号,23.092329,113.308246
创发(郑田店),石滩镇郑田村碧桂园对面,23.228016,113.833885
创发门窗,广州市越秀区达道路与寺右新马路交叉路口往东南约50米(帅府酒店北侧),23.125566,113.308529
创发广告,南村镇兴南大道563号陈边制衣城26号铺,23.020908,113.377932
创发电子工具,广东省广州市番禺区南约直街18号附近,22.946045,113.39592
广州市汇智创发装饰工程有限公司,广东省广州市番禺区石壁街石陈路151号,23.012258,113.266402
创发烟酒商行,广东省广州市荔湾区富力路22号6附近,23.14033,113.239081
创发商标辅料厂,广东省广州市海珠区凤阳鹭江三社工业区(鹭江南约大街),23.094121,113.317198
创发真发世界,长寿东路265号,23.124091,113.256073
创发废品回收有限公司,广州市天河区龙洞北路食品学校前100米,23.210687,113.381193
广州和创發包装制品有限公司,白云湖街道夏茅八社工业区十字大街一横3号,23.235699,113.264267
创发水店,广东省广州市海珠区后滘大街10号附近,23.072104,113.323665
创发不锈钢,广州市花都区商业大道与凤凰北路交叉路口东北侧(田美新村),23.395143,113.244776
创发不锈钢,广东省广州市番禺区七街,23.038431,113.347473
翅叔港式酒家·鱼翅专门店(文明路旗舰店),广东省广州市越秀区文明路48号,23.127854,113.276951
东兴市场,322路;372路;374路;571b路;571路,23.111217,113.554965
东兴批发市场,广州市黄埔区黄埔东路3888号,23.111584,113.556595
东兴大厦,环市东路492号,23.140222,113.313737
东兴苑,广州市番禺区德兴南路与东兴路交叉路口东北侧(东兴苑-一区),22.935202,113.385204
东兴楼,东圃大马路28号,23.124369,113.407469
东兴路,广东省广州市番禺区,22.920496,113.29844
东兴,广东省广州市天河区桃园西路,23.116065,113.41261
东兴小学,广州市番禺区长堤东路733号,22.933921,113.392956
东兴南路,广东省广州市越秀区,23.127848,113.3192
东兴,广东省广州市白云区南岭工业区北路,23.278488,113.309674
东兴小区,东兴北路1号~102号,23.12903,113.318885
东兴粮油肉菜市场,广东省广州市越秀区东兴南路67号,23.127957,113.318889
东兴,广州市增城区,23.564154,113.80808
东兴大厦-东座,环市东路492号,23.140141,113.313962
东兴阁,广东省广州市海珠区赤岗路206、208、210、212号,23.093579,113.333529
东兴二路,广东省广州市南沙区,22.891359,113.464085
东兴北路,广东省广州市,23.130066,113.321105
广州东兴,广州市越秀区东濠涌高架路与东堤二马路交叉路口往西北约50米(珠光街广舞台社区),23.123121,113.285575
东兴商务大厦,东兴北路65,23.130206,113.318659
东兴大厦-西座,环市东路488号,23.1403,113.31341
海晏楼(滨江东路店),广州市海珠区滨江东路1040号江畔华庭2楼,23.110486,113.321287
海晏楼(东晓南店),海珠区东晓南路1245号颐景华苑,23.076556,113.30209
交己人潮菜馆(食神汇美食城),广州市天河区黄埔大道中309,23.12682,113.388469
百家熟食店,广东省广州市越秀区大新路339-341号,23.12143,113.262361
广州酒家(滘口店),芳村大道西533号102铺(滘口客运站旁),23.120698,113.21528
广州酒家(金阁店),花都区公益路47号金宏利大厦2-4楼,23.41575,113.224936
广州酒家(临江大道店),广州市天河区临江大道57号中和广场2楼,23.119776,113.335573
广州酒家(沿江中路店),广东省广州市越秀区沿江中路223号,23.121436,113.277816
广州酒家(江南西店),广州海珠区江南西路51号,23.100791,113.277104
广州酒家(利口福西华店),西华路418号首层,23.135553,113.257791
广州酒家利口福(明月店),广东省广州市越秀区明月二路6号明月农贸市场1号铺,23.12173,113.317325
广州酒家利口福(龙津店),广东省广州市荔湾区文昌北路341号,23.129797,113.250777
广州酒家利口福(金碧店),金城路75号商铺,23.077606,113.289962
广州酒家,广东省广州市荔湾区东漖南路41号附近,23.083458,113.23485
广州酒家(文昌南路店),广州市荔湾区文昌南路2号,23.119735,113.252401
广州酒家(中大门店),广东省广州市海珠区新港西路142号,23.096656,113.304029
广州酒家利口福(东晓南店),广东省广州市海珠区盈丰路58号,23.074884,113.305023
广州酒家利口福(花都万达店),广东省广州市花都区,23.435589,113.234387
广州酒家(泮塘店),龙津西路155号1~2号铺,23.128031,113.242575
广州酒家(滨江店),广州市海珠区滨江西路20号(白天鹅宾馆对面),23.108649,113.2531
广州酒家利口福(凤凰城分店),广州市增城区新塘凤凰城交通中心,23.132894,113.581803
广州酒家(利口福西村站店),荔湾区地铁5号线西村地铁站内XC-5-1S铺,23.14751,113.248601
广州酒家利口福(惠百氏店),广东省广州市增城区新塘镇东江大道北大林边一路2-61铺,23.130497,113.600294
广州酒家(5号停机坪购物广场店),广州市白云区云霄路353号5号停机坪购物广场F1,23.18604,113.270375
白天鹅宾馆·玉堂春暖餐厅,广州市荔湾区沙面南街1号白天鹅宾馆3楼,23.111764,113.249097
宏佳丰味蟹馆,广东省广州市番禺区洛溪食街30号,23.053458,113.302277
宏图府,广州市荔湾区沙面南街1号白天鹅宾馆2楼,23.111764,113.249033
白天鹅宾馆,广东省广州市荔湾区沙面南街1号,23.111582,113.249289
白天鹅宾馆宴会厅,沙面南街1号,23.111583,113.24928
德利私厨德叔鲍鱼(南村店),广州市番禺区兴业大道东与西环南路交叉路口西侧(长华大厦西侧),23.008975,113.389699
德利私厨德叔鲍鱼-停车场,兴业大道东与南丰路交叉口东北50米,23.009119,113.390215
利苑酒家(合景国际金融广场店),广州市天河区珠江新城华夏路8号合景国际金融广场4楼,23.122384,113.328347
利苑酒家,广州市越秀区东川路90号之3号,23.12947,113.293507
利苑酒家(宜安广场店),广州市越秀区建设六马路33号宜安广场F4,23.140979,113.291178
利苑(宜安广场店),广州市越秀区建设六马路33号宜安广场F4,23.140626,113.291194
拾柒号慢享工坊(区庄颐和店),广东省广州市越秀区环市东路416号颐和商务酒店五楼,23.140957,113.298629
拾柒号慢享工坊(华侨新村店),广州市越秀区华侨新村和平路17号,23.142702,113.295124
吴系茶餐厅(番禺店),广州市番禺区东艺路2号,22.975267,113.349878
怪兽充电(吴系茶餐厅天河东路店),天河东路75号汇坊B1层103-107号(近太古汇),23.141352,113.339948
吴係猪扒包,广东省广州市黄埔区西大街48号西100米,23.108513,113.456981
吴係猪扒包(荔湾店),小梅大街荔锦商业城2楼2004铺(荔湾锦街2楼),23.137579,113.251573
喜茶(汇坊店),广东省广州市天河区天河东路75号汇坊商场首层108号商铺(吴系茶餐厅楼上),23.14121,113.339884
唔止系茶餐厅,广东省广州市越秀区东华西路44-3附近,23.128562,113.285068
荔雅图Li Chateau,广州市天河区天河路228号,23.138718,113.332935
素会,黄沙大道15-17号(御景壹号内),23.114584,113.241851
素社街基立南社区居委会,基立南街8-5号,23.109226,113.2811
素社中社区居民委员会,广州市海珠区万寿北街与基立东街交叉路口东北侧(骏和大厦南侧),23.110177,113.284733
素社街海印南社区居委会,海联路52号,23.107156,113.293615
素社街海联北社区居委会,广州市海珠区海联路与南苑街交叉路口北侧(丽景国旅东侧),23.108185,113.293674
素社东社区居民委员会,广东省广州市海珠区素社东街6号之1,23.109578,113.286206
海珠社区居委会素社街基立新村社区居委会,嘉汇街17号2楼,23.108353,113.282717
广州市海珠区素社街桥东社区居民委员会,广州市海珠区海联路10号,23.107566,113.291922
中国共产党广州市海珠区素社街道纪律检查工作委员会,基立北街18号,23.109588,113.282048
人民街素波巷社区居民委员会,广州市越秀区广州起义路与大新路交叉路口东侧(广州市第十中学西南侧),23.123395,113.271964
悦苑餐厅(朝天路店),朝天路10号,23.129674,113.26688
雅园小筑,广东省广州市番禺区大石街诜村茶庄园路自编3号,23.006658,113.306417
御品膳(碧雅苑店),青柳大街35号首层(近骨伤科医院),23.098527,113.277013
居心地屋,广东省广州市天河区林和东路135号,23.149857,113.334741
居心地屋餐饮店(体育东店),广东省广州市天河区天河南二路六运五街24号,23.136629,113.335208
兰鳗居心地屋,广州市天河区体育西横街与体育西路交叉路口往东南约100米(育蕾小区),23.134564,113.329001
禄运茶居(体育西店),广东省广州市天河区六运一街17号,23.135527,113.330007
禄运茶居(优托邦时光店),广州市天河区花城大道86号优托邦时光F4,23.123677,113.336004
禄运茶居(正佳广场店),天河区正佳广场东南门5楼广正街,23.137286,113.334086
来电(禄运茶居同和店),同和金铂广场B座三楼303,23.202631,113.33234
天水蔬食料理(东方文德广场店),文德北路68号东方文德广场2楼,23.129712,113.278512
生机蔬食料理馆,广东省广州市番禺区亚运大道花花世界直入100米,22.943764,113.409461
小天真蔬食料理,广东省广州市增城区富安路79号,23.306049,113.829247
水木苼蔬食料理(农林下路店),农林下路东山锦轩现代城4楼,23.131594,113.302254
愉粤轩,广州市天河区珠江西路5号广州四季酒店71层,23.123511,113.329784
白金酉玉Toritama,广东省广州市天河区林和街道天河东路75号,23.141254,113.339935
